month,state,district,age_0_5,age_5_17,age_18_greater,total_enrolment
2025-09,Bihar,Aurangabad,885,2232,8,3125
2025-09,Bihar,Aurangabad(BH),0,1,0,1
2025-09,Bihar,Aurangabad(bh),22,16,0,38
2025-09,Bihar,Banka,1531,1263,2,2796
2025-09,Bihar,Begusarai,2338,1516,9,3863
2025-09,Bihar,Bhabua,4,6,0,10
2025-09,Bihar,Bhagalpur,1902,2031,9,3942
2025-09,Bihar,Bhojpur,835,2653,15,3503
2025-09,Bihar,Buxar,856,1621,7,2484
2025-09,Bihar,Darbhanga,3286,1960,10,5256
2025-09,Bihar,East Champaran,2554,4580,128,7262
2025-09,Bihar,Gaya,1467,4143,42,5652
2025-09,Bihar,Gopalganj,1132,1917,7,3056
2025-09,Bihar,Jamui,1014,1266,21,2301
2025-09,Bihar,Jehanabad,235,1054,9,1298
2025-09,Bihar,Kaimur (Bhabua),778,1343,4,2125
2025-09,Bihar,Katihar,3631,1724,6,5361
2025-09,Bihar,Khagaria,1480,1497,30,3007
2025-09,Bihar,Kishanganj,2368,664,3,3035
2025-09,Bihar,Lakhisarai,523,622,6,1151
2025-09,Bihar,Madhepura,1368,1485,15,2868
2025-09,Bihar,Madhubani,2590,2425,86,5101
2025-09,Bihar,Monghyr,8,8,0,16
2025-09,Bihar,Munger,640,964,11,1615
2025-09,Bihar,Muzaffarpur,2712,2717,15,5444
2025-09,Bihar,Nalanda,912,2759,16,3687
2025-09,Bihar,Nawada,724,3664,68,4456
2025-09,Bihar,Pashchim Champaran,21,12,0,33
2025-09,Bihar,Patna,1692,4715,18,6425
2025-09,Bihar,Purba Champaran,16,30,0,46
2025-09,Bihar,Purnea,60,39,0,99
2025-09,Bihar,Purnia,3333,2028,14,5375
2025-09,Bihar,Rohtas,847,1800,11,2658
2025-09,Bihar,Saharsa,1673,1812,39,3524
2025-09,Bihar,Samastipur,3151,2323,31,5505
2025-09,Bihar,Samstipur,12,12,0,24
2025-09,Bihar,Saran,1970,4355,44,6369
2025-09,Bihar,Sheikhpura,462,761,4,1227
2025-09,Bihar,Sheikpura,4,7,0,11
2025-09,Bihar,Sheohar,498,334,4,836
2025-09,Bihar,Sitamarhi,2426,2048,127,4601
2025-09,Bihar,Siwan,1652,2631,14,4297
2025-09,Bihar,Supaul,1425,1155,54,2634
2025-09,Bihar,Vaishali,2562,3417,5,5984
2025-09,Bihar,West Champaran,2356,3709,133,6198
2025-09,Chandigarh,Chandigarh,775,79,1,855
2025-09,Chandigarh,Rupnagar,1,0,0,1
2025-09,Chhattisgarh,Balod,507,25,1,533
2025-09,Chhattisgarh,Baloda Bazar,1207,194,8,1409
2025-09,Chhattisgarh,Balrampur,1275,403,1,1679
2025-09,Chhattisgarh,Bastar,1151,366,5,1522
2025-09,Chhattisgarh,Bemetara,654,88,2,744
2025-09,Chhattisgarh,Bijapur,377,237,196,810
2025-09,Chhattisgarh,Bilaspur,2203,375,0,2578
2025-09,Chhattisgarh,Dakshin Bastar Dantewada,101,34,2,137
2025-09,Chhattisgarh,Dantewada,51,27,0,78
2025-09,Chhattisgarh,Dhamtari,614,26,2,642
2025-09,Chhattisgarh,Durg,946,162,12,1120
2025-09,Chhattisgarh,Gariyaband,446,75,2,523
2025-09,Chhattisgarh,Gaurela-pendra-marwahi,41,8,0,49
2025-09,Chhattisgarh,Janjgir - Champa,14,0,0,14
2025-09,Chhattisgarh,Janjgir Champa,10,0,0,10
2025-09,Chhattisgarh,Janjgir-champa,1361,241,1,1603
2025-09,Chhattisgarh,Jashpur,551,126,0,677
2025-09,Chhattisgarh,Kabeerdham,276,25,0,301
2025-09,Chhattisgarh,Kanker,464,102,0,566
2025-09,Chhattisgarh,Kawardha,585,74,0,659
2025-09,Chhattisgarh,Khairagarh Chhuikhadan Gandai,45,15,0,60
2025-09,Chhattisgarh,Kondagaon,612,267,1,880
2025-09,Chhattisgarh,Korba,1088,159,3,1250
2025-09,Chhattisgarh,Koriya,431,148,0,579
2025-09,Chhattisgarh,Mahasamund,998,194,2,1194
2025-09,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,58,35,0,93
2025-09,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,1,0,0,1
2025-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,49,35,2,86
2025-09,Chhattisgarh,Mungeli,801,112,1,914
2025-09,Chhattisgarh,Narayanpur,140,102,0,242
2025-09,Chhattisgarh,Raigarh,1282,166,3,1451
2025-09,Chhattisgarh,Raipur,1877,209,0,2086
2025-09,Chhattisgarh,Rajnandgaon,1061,132,1,1194
2025-09,Chhattisgarh,Sakti,135,40,2,177
2025-09,Chhattisgarh,Sarangarh-Bilaigarh,22,4,3,29
2025-09,Chhattisgarh,Sukma,146,150,11,307
2025-09,Chhattisgarh,Surajpur,823,177,2,1002
2025-09,Chhattisgarh,Surguja,1128,225,0,1353
2025-09,Chhattisgarh,Uttar Bastar Kanker,207,46,0,253
2025-09,Dadra & Nagar Haveli,Dadra & Nagar Haveli,9,2,0,11
2025-09,Dadra and Nagar Haveli,Dadra and Nagar Haveli,322,36,1,359
2025-09,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,29,8,2,39
2025-09,Dadra and Nagar Haveli and Daman and Diu,Daman,19,2,2,23
2025-09,Dadra and Nagar Haveli and Daman and Diu,Diu,6,1,3,10
2025-09,Daman & Diu,Daman,3,0,0,3
2025-09,Daman & Diu,Diu,6,0,0,6
2025-09,Daman and Diu,Daman,14,4,0,18
2025-09,Daman and Diu,Diu,11,0,0,11
2025-09,Delhi,Central Delhi,494,195,36,725
2025-09,Delhi,East Delhi,1578,459,22,2059
2025-09,Delhi,Najafgarh,9,5,0,14
2025-09,Delhi,New Delhi,40,16,4,60
2025-09,Delhi,North Delhi,631,250,11,892
2025-09,Delhi,North East,452,163,2,617
2025-09,Delhi,North East   *,2,0,0,2
2025-09,Delhi,North East Delhi,1472,614,6,2092
2025-09,Delhi,North West Delhi,2929,877,74,3880
2025-09,Delhi,Shahdara,121,55,8,184
2025-09,Delhi,South Delhi,2445,761,73,3279
2025-09,Delhi,South East Delhi,12,4,1,17
2025-09,Delhi,South West Delhi,1772,505,64,2341
2025-09,Delhi,West Delhi,2027,571,46,2644
2025-09,Goa,Bardez,1,0,0,1
2025-09,Goa,North Goa,410,64,40,514
2025-09,Goa,South Goa,282,41,34,357
2025-09,Gujarat,Ahmadabad,231,115,0,346
2025-09,Gujarat,Ahmedabad,3946,2033,72,6051
2025-09,Gujarat,Amreli,893,226,35,1154
2025-09,Gujarat,Anand,1545,249,29,1823
2025-09,Gujarat,Arvalli,490,98,4,592
2025-09,Gujarat,Banas Kantha,45,18,0,63
2025-09,Gujarat,Banaskantha,2546,2150,91,4787
2025-09,Gujarat,Bharuch,1178,121,8,1307
2025-09,Gujarat,Bhavnagar,2316,430,89,2835
2025-09,Gujarat,Botad,370,78,8,456
2025-09,Gujarat,Chhotaudepur,278,128,18,424
2025-09,Gujarat,Dahod,1358,1182,36,2576
2025-09,Gujarat,Devbhumi Dwarka,477,98,17,592
2025-09,Gujarat,Dohad,414,277,0,691
2025-09,Gujarat,Gandhinagar,941,184,46,1171
2025-09,Gujarat,Gir Somnath,675,184,22,881
2025-09,Gujarat,Jamnagar,1253,242,25,1520
2025-09,Gujarat,Junagadh,1725,246,18,1989
2025-09,Gujarat,Kachchh,1221,530,45,1796
2025-09,Gujarat,Kheda,1620,502,73,2195
2025-09,Gujarat,Mahesana,1232,255,23,1510
2025-09,Gujarat,Mahisagar,547,83,19,649
2025-09,Gujarat,Morbi,638,141,49,828
2025-09,Gujarat,Narmada,470,35,1,506
2025-09,Gujarat,Navsari,736,59,6,801
2025-09,Gujarat,Panch Mahals,28,4,0,32
2025-09,Gujarat,Panchmahals,1431,388,47,1866
2025-09,Gujarat,Patan,1184,396,71,1651
2025-09,Gujarat,Porbandar,404,73,20,497
2025-09,Gujarat,Rajkot,2225,651,50,2926
2025-09,Gujarat,Sabar Kantha,45,14,0,59
2025-09,Gujarat,Sabarkantha,1205,560,82,1847
2025-09,Gujarat,Surat,3848,1392,39,5279
2025-09,Gujarat,Surendra Nagar,1681,725,55,2461
2025-09,Gujarat,Surendranagar,42,6,0,48
2025-09,Gujarat,Tapi,918,116,7,1041
2025-09,Gujarat,The Dangs,361,73,3,437
2025-09,Gujarat,Vadodara,2210,744,82,3036
2025-09,Gujarat,Valsad,1455,373,13,1841
2025-09,Haryana,Ambala,699,40,1,740
2025-09,Haryana,Bhiwani,937,55,2,994
2025-09,Haryana,Charkhi Dadri,253,2,0,255
2025-09,Haryana,Faridabad,1712,486,34,2232
2025-09,Haryana,Fatehabad,572,35,5,612
2025-09,Haryana,Gurgaon,1395,311,53,1759
2025-09,Haryana,Hisar,1327,84,2,1413
2025-09,Haryana,Jhajjar,804,36,2,842
2025-09,Haryana,Jhajjar *,0,1,0,1
2025-09,Haryana,Jind,1245,29,0,1274
2025-09,Haryana,Kaithal,790,20,0,810
2025-09,Haryana,Karnal,1285,66,1,1352
2025-09,Haryana,Kurukshetra,639,23,0,662
2025-09,Haryana,Mahendragarh,783,56,1,840
2025-09,Haryana,Mewat,1281,117,3,1401
2025-09,Haryana,Palwal,1117,125,2,1244
2025-09,Haryana,Panchkula,308,31,0,339
2025-09,Haryana,Panipat,1076,108,6,1190
2025-09,Haryana,Rewari,630,62,2,694
2025-09,Haryana,Rohtak,829,47,1,877
2025-09,Haryana,Sirsa,811,66,0,877
2025-09,Haryana,Sonipat,1190,74,6,1270
2025-09,Haryana,Yamuna Nagar,959,46,2,1007
2025-09,Haryana,Yamunanagar,16,0,0,16
2025-09,Himachal Pradesh,Bilaspur,254,3,0,257
2025-09,Himachal Pradesh,Chamba,360,23,1,384
2025-09,Himachal Pradesh,Hamirpur,271,4,0,275
2025-09,Himachal Pradesh,Kangra,1190,35,6,1231
2025-09,Himachal Pradesh,Kinnaur,38,13,0,51
2025-09,Himachal Pradesh,Kullu,178,20,11,209
2025-09,Himachal Pradesh,Lahul & Spiti,13,0,0,13
2025-09,Himachal Pradesh,Lahul and Spiti,10,1,0,11
2025-09,Himachal Pradesh,Mandi,669,17,3,689
2025-09,Himachal Pradesh,Shimla,374,69,1,444
2025-09,Himachal Pradesh,Sirmaur,480,30,2,512
2025-09,Himachal Pradesh,Solan,303,29,0,332
2025-09,Himachal Pradesh,Una,336,9,0,345
2025-09,Jammu & Kashmir,Anantnag,1,1,0,2
2025-09,Jammu & Kashmir,Baramula,16,1,0,17
2025-09,Jammu & Kashmir,Jammu,15,4,0,19
2025-09,Jammu & Kashmir,Kargil,1,0,0,1
2025-09,Jammu & Kashmir,Kathua,2,0,0,2
2025-09,Jammu & Kashmir,Kupwara,1,1,0,2
2025-09,Jammu & Kashmir,Srinagar,0,1,0,1
2025-09,Jammu & Kashmir,Udhampur,1,0,0,1
2025-09,Jammu and Kashmir,Anantnag,860,103,1,964
2025-09,Jammu and Kashmir,Badgam,473,85,0,558
2025-09,Jammu and Kashmir,Bandipore,366,101,2,469
2025-09,Jammu and Kashmir,Baramula,768,162,3,933
2025-09,Jammu and Kashmir,Budgam,218,16,0,234
2025-09,Jammu and Kashmir,Doda,270,145,0,415
2025-09,Jammu and Kashmir,Ganderbal,246,27,0,273
2025-09,Jammu and Kashmir,Jammu,1158,309,10,1477
2025-09,Jammu and Kashmir,Kargil,101,40,0,141
2025-09,Jammu and Kashmir,Kathua,473,91,0,564
2025-09,Jammu and Kashmir,Kishtwar,181,45,1,227
2025-09,Jammu and Kashmir,Kulgam,245,62,0,307
2025-09,Jammu and Kashmir,Kupwara,671,160,0,831
2025-09,Jammu and Kashmir,Leh,32,12,1,45
2025-09,Jammu and Kashmir,Pulwama,457,40,0,497
2025-09,Jammu and Kashmir,Punch,352,142,0,494
2025-09,Jammu and Kashmir,Rajouri,513,166,0,679
2025-09,Jammu and Kashmir,Ramban,204,132,0,336
2025-09,Jammu and Kashmir,Reasi,242,113,0,355
2025-09,Jammu and Kashmir,Samba,150,12,0,162
2025-09,Jammu and Kashmir,Shupiyan,141,33,1,175
2025-09,Jammu and Kashmir,Srinagar,1011,82,1,1094
2025-09,Jammu and Kashmir,Udhampur,494,95,4,593
2025-09,Jharkhand,Bokaro,1061,845,4,1910
2025-09,Jharkhand,Chatra,954,760,3,1717
2025-09,Jharkhand,Deoghar,1050,993,16,2059
2025-09,Jharkhand,Dhanbad,1983,1346,11,3340
2025-09,Jharkhand,Dumka,827,963,8,1798
2025-09,Jharkhand,East Singhbhum,1572,808,10,2390
2025-09,Jharkhand,Garhwa,1431,565,0,1996
2025-09,Jharkhand,Garhwa *,87,28,0,115
2025-09,Jharkhand,Giridih,2033,1714,21,3768
2025-09,Jharkhand,Godda,995,765,1,1761
2025-09,Jharkhand,Gumla,1281,927,2,2210
2025-09,Jharkhand,Hazaribag,120,67,0,187
2025-09,Jharkhand,Hazaribagh,1234,717,0,1951
2025-09,Jharkhand,Jamtara,1140,424,1,1565
2025-09,Jharkhand,Khunti,376,320,9,705
2025-09,Jharkhand,Kodarma,59,48,0,107
2025-09,Jharkhand,Koderma,767,401,0,1168
2025-09,Jharkhand,Latehar,600,384,1,985
2025-09,Jharkhand,Lohardaga,388,277,1,666
2025-09,Jharkhand,Pakaur,105,67,0,172
2025-09,Jharkhand,Pakur,1005,662,5,1672
2025-09,Jharkhand,Palamau,78,23,0,101
2025-09,Jharkhand,Palamu,1933,642,18,2593
2025-09,Jharkhand,Pashchimi Singhbhum,91,96,1,188
2025-09,Jharkhand,Purbi Singhbhum,271,70,0,341
2025-09,Jharkhand,Ramgarh,581,392,4,977
2025-09,Jharkhand,Ranchi,1954,1079,8,3041
2025-09,Jharkhand,Sahebganj,977,893,9,1879
2025-09,Jharkhand,Sahibganj,53,68,0,121
2025-09,Jharkhand,Seraikela-Kharsawan,671,337,3,1011
2025-09,Jharkhand,Seraikela-kharsawan,149,99,0,248
2025-09,Jharkhand,Simdega,622,288,0,910
2025-09,Jharkhand,West Singhbhum,1122,579,12,1713
2025-09,Karnataka,Bagalkot,2055,384,34,2473
2025-09,Karnataka,Bagalkot *,77,8,0,85
2025-09,Karnataka,Ballari,893,114,24,1031
2025-09,Karnataka,Bangalore,1661,354,1,2016
2025-09,Karnataka,Bangalore Rural,568,62,27,657
2025-09,Karnataka,Belagavi,2418,254,25,2697
2025-09,Karnataka,Belgaum,2097,363,1,2461
2025-09,Karnataka,Bellary,1407,285,0,1692
2025-09,Karnataka,Bengaluru,3557,1001,559,5117
2025-09,Karnataka,Bengaluru Rural,0,1,0,1
2025-09,Karnataka,Bengaluru South,1,0,2,3
2025-09,Karnataka,Bidar,1237,367,6,1610
2025-09,Karnataka,Bijapur,1375,440,1,1816
2025-09,Karnataka,Chamarajanagar,72,10,0,82
2025-09,Karnataka,Chamarajanagar *,8,0,0,8
2025-09,Karnataka,Chamrajanagar,594,88,8,690
2025-09,Karnataka,Chamrajnagar,96,13,0,109
2025-09,Karnataka,Chickmagalur,326,27,0,353
2025-09,Karnataka,Chikkaballapur,903,94,5,1002
2025-09,Karnataka,Chikkamagaluru,294,28,19,341
2025-09,Karnataka,Chikmagalur,37,3,0,40
2025-09,Karnataka,Chitradurga,1053,94,5,1152
2025-09,Karnataka,Dakshina Kannada,1658,119,5,1782
2025-09,Karnataka,Davanagere,161,10,0,171
2025-09,Karnataka,Davangere,1316,111,9,1436
2025-09,Karnataka,Dharwad,1536,111,3,1650
2025-09,Karnataka,Gadag,1786,141,19,1946
2025-09,Karnataka,Gadag *,59,8,0,67
2025-09,Karnataka,Gulbarga,1151,235,0,1386
2025-09,Karnataka,Hasan,266,12,0,278
2025-09,Karnataka,Hassan,728,33,0,761
2025-09,Karnataka,Haveri,1233,118,22,1373
2025-09,Karnataka,Haveri *,30,1,0,31
2025-09,Karnataka,Kalaburagi,1093,215,10,1318
2025-09,Karnataka,Kodagu,262,20,12,294
2025-09,Karnataka,Kolar,1129,103,7,1239
2025-09,Karnataka,Koppal,1395,278,11,1684
2025-09,Karnataka,Mandya,832,45,1,878
2025-09,Karnataka,Mysore,739,63,1,803
2025-09,Karnataka,Mysuru,871,132,77,1080
2025-09,Karnataka,Raichur,2095,730,28,2853
2025-09,Karnataka,Ramanagar,950,255,4,1209
2025-09,Karnataka,Shimoga,648,58,0,706
2025-09,Karnataka,Shivamogga,636,75,0,711
2025-09,Karnataka,Tumakuru,811,48,24,883
2025-09,Karnataka,Tumkur,798,57,0,855
2025-09,Karnataka,Udupi,1413,61,9,1483
2025-09,Karnataka,Uttara Kannada,906,67,4,977
2025-09,Karnataka,Vijayanagara,662,106,22,790
2025-09,Karnataka,Vijayapura,1785,364,29,2178
2025-09,Karnataka,Yadgir,1390,452,11,1853
2025-09,Karnataka,yadgir,214,48,0,262
2025-09,Kerala,Alappuzha,713,275,5,993
2025-09,Kerala,Ernakulam,1092,559,17,1668
2025-09,Kerala,Idukki,415,94,1,510
2025-09,Kerala,Kannur,1039,553,33,1625
2025-09,Kerala,Kasaragod,662,239,0,901
2025-09,Kerala,Kasargod,64,13,0,77
2025-09,Kerala,Kollam,1069,322,24,1415
2025-09,Kerala,Kottayam,690,221,4,915
2025-09,Kerala,Kozhikode,1208,606,11,1825
2025-09,Kerala,Malappuram,2367,1187,31,3585
2025-09,Kerala,Palakkad,1208,433,3,1644
2025-09,Kerala,Pathanamthitta,413,142,14,569
2025-09,Kerala,Thiruvananthapuram,1239,404,14,1657
2025-09,Kerala,Thrissur,1184,538,19,1741
2025-09,Kerala,Wayanad,296,75,3,374
2025-09,Ladakh,Kargil,101,44,0,145
2025-09,Ladakh,Leh,23,2,5,30
2025-09,Lakshadweep,Lakshadweep,60,4,0,64
2025-09,Madhya Pradesh,Agar Malwa,392,186,5,583
2025-09,Madhya Pradesh,Alirajpur,481,729,15,1225
2025-09,Madhya Pradesh,Anuppur,542,117,0,659
2025-09,Madhya Pradesh,Ashok Nagar,1537,604,7,2148
2025-09,Madhya Pradesh,Balaghat,1901,205,1,2107
2025-09,Madhya Pradesh,Barwani,2115,1441,92,3648
2025-09,Madhya Pradesh,Betul,1815,413,18,2246
2025-09,Madhya Pradesh,Bhind,1435,948,108,2491
2025-09,Madhya Pradesh,Bhopal,3101,458,18,3577
2025-09,Madhya Pradesh,Burhanpur,737,370,12,1119
2025-09,Madhya Pradesh,Chhatarpur,2816,1375,24,4215
2025-09,Madhya Pradesh,Chhindwara,2443,288,14,2745
2025-09,Madhya Pradesh,Damoh,1802,399,3,2204
2025-09,Madhya Pradesh,Datia,1388,721,7,2116
2025-09,Madhya Pradesh,Dewas,1737,758,11,2506
2025-09,Madhya Pradesh,Dhar,1993,1123,12,3128
2025-09,Madhya Pradesh,Dindori,762,111,0,873
2025-09,Madhya Pradesh,East Nimar,686,574,1,1261
2025-09,Madhya Pradesh,Guna,2653,878,4,3535
2025-09,Madhya Pradesh,Gwalior,2608,1077,30,3715
2025-09,Madhya Pradesh,Harda,666,203,2,871
2025-09,Madhya Pradesh,Harda *,221,63,0,284
2025-09,Madhya Pradesh,Hoshangabad,2154,329,0,2483
2025-09,Madhya Pradesh,Indore,3434,1158,139,4731
2025-09,Madhya Pradesh,Jabalpur,3260,674,2,3936
2025-09,Madhya Pradesh,Jhabua,1716,1543,18,3277
2025-09,Madhya Pradesh,Katni,2223,670,7,2900
2025-09,Madhya Pradesh,Khandwa,731,385,1,1117
2025-09,Madhya Pradesh,Khargone,2219,1066,87,3372
2025-09,Madhya Pradesh,Maihar,118,8,4,130
2025-09,Madhya Pradesh,Mandla,1298,117,0,1415
2025-09,Madhya Pradesh,Mandsaur,1547,323,3,1873
2025-09,Madhya Pradesh,Mauganj,127,21,1,149
2025-09,Madhya Pradesh,Morena,2231,1311,66,3608
2025-09,Madhya Pradesh,Narmadapuram,243,28,2,273
2025-09,Madhya Pradesh,Narsimhapur,386,100,0,486
2025-09,Madhya Pradesh,Narsinghpur,1438,528,31,1997
2025-09,Madhya Pradesh,Neemuch,1093,355,2,1450
2025-09,Madhya Pradesh,Niwari,29,5,0,34
2025-09,Madhya Pradesh,Pandhurna,14,1,1,16
2025-09,Madhya Pradesh,Panna,2714,916,17,3647
2025-09,Madhya Pradesh,Raisen,2252,589,10,2851
2025-09,Madhya Pradesh,Rajgarh,1685,679,4,2368
2025-09,Madhya Pradesh,Ratlam,1847,637,6,2490
2025-09,Madhya Pradesh,Rewa,3014,622,1,3637
2025-09,Madhya Pradesh,Sagar,3017,658,12,3687
2025-09,Madhya Pradesh,Satna,3932,765,5,4702
2025-09,Madhya Pradesh,Sehore,993,312,4,1309
2025-09,Madhya Pradesh,Seoni,2063,234,0,2297
2025-09,Madhya Pradesh,Shahdol,1270,341,11,1622
2025-09,Madhya Pradesh,Shajapur,1499,484,8,1991
2025-09,Madhya Pradesh,Sheopur,676,718,50,1444
2025-09,Madhya Pradesh,Shivpuri,2330,1770,17,4117
2025-09,Madhya Pradesh,Sidhi,1652,298,4,1954
2025-09,Madhya Pradesh,Singrauli,1673,318,7,1998
2025-09,Madhya Pradesh,Tikamgarh,1706,683,3,2392
2025-09,Madhya Pradesh,Ujjain,3626,695,6,4327
2025-09,Madhya Pradesh,Umaria,1452,417,5,1874
2025-09,Madhya Pradesh,Vidisha,2295,709,17,3021
2025-09,Madhya Pradesh,West Nimar,228,54,4,286
2025-09,Maharashtra,Ahmadnagar,2167,1260,33,3460
2025-09,Maharashtra,Ahmed Nagar,56,26,0,82
2025-09,Maharashtra,Akola,1261,241,0,1502
2025-09,Maharashtra,Amravati,1841,431,19,2291
2025-09,Maharashtra,Aurangabad,3457,1519,2,4978
2025-09,Maharashtra,Beed,1545,741,25,2311
2025-09,Maharashtra,Bhandara,596,36,2,634
2025-09,Maharashtra,Bid,137,62,0,199
2025-09,Maharashtra,Buldana,389,67,0,456
2025-09,Maharashtra,Buldhana,1758,456,19,2233
2025-09,Maharashtra,Chandrapur,1204,113,26,1343
2025-09,Maharashtra,Chatrapati Sambhaji Nagar,34,28,2,64
2025-09,Maharashtra,Chhatrapati Sambhajinagar,148,171,3,322
2025-09,Maharashtra,Dharashiv,28,14,0,42
2025-09,Maharashtra,Dhule,2028,2152,26,4206
2025-09,Maharashtra,Gadchiroli,815,148,7,970
2025-09,Maharashtra,Gondia,10,1,0,11
2025-09,Maharashtra,Gondiya,1022,58,2,1082
2025-09,Maharashtra,Gondiya *,18,1,0,19
2025-09,Maharashtra,Hingoli,1009,352,31,1392
2025-09,Maharashtra,Hingoli *,1,0,0,1
2025-09,Maharashtra,Jalgaon,3346,1387,25,4758
2025-09,Maharashtra,Jalna,1723,504,6,2233
2025-09,Maharashtra,Kolhapur,1989,470,5,2464
2025-09,Maharashtra,Latur,1719,695,30,2444
2025-09,Maharashtra,Mumbai,2758,1496,11,4265
2025-09,Maharashtra,Mumbai City,609,188,10,807
2025-09,Maharashtra,Mumbai Suburban,2283,848,26,3157
2025-09,Maharashtra,Mumbai( Sub Urban ),95,26,0,121
2025-09,Maharashtra,Nagpur,3027,501,33,3561
2025-09,Maharashtra,Nanded,2729,968,10,3707
2025-09,Maharashtra,Nandurbar,2041,854,63,2958
2025-09,Maharashtra,Nandurbar *,45,19,1,65
2025-09,Maharashtra,Nashik,4980,2054,32,7066
2025-09,Maharashtra,Osmanabad,971,332,0,1303
2025-09,Maharashtra,Palghar,1966,983,47,2996
2025-09,Maharashtra,Parbhani,1476,446,4,1926
2025-09,Maharashtra,Pune,5891,1905,81,7877
2025-09,Maharashtra,Raigad,496,139,9,644
2025-09,Maharashtra,Raigarh,1475,395,0,1870
2025-09,Maharashtra,Raigarh(MH),21,9,0,30
2025-09,Maharashtra,Ratnagiri,665,102,3,770
2025-09,Maharashtra,Sangli,1434,658,21,2113
2025-09,Maharashtra,Satara,1074,221,26,1321
2025-09,Maharashtra,Sindhudurg,344,21,1,366
2025-09,Maharashtra,Solapur,2315,1054,20,3389
2025-09,Maharashtra,Thane,5713,3003,64,8780
2025-09,Maharashtra,Wardha,679,41,1,721
2025-09,Maharashtra,Washim,691,113,11,815
2025-09,Maharashtra,Washim *,9,2,0,11
2025-09,Maharashtra,Yavatmal,1749,440,16,2205
2025-09,Manipur,Bishnupur,136,178,8,322
2025-09,Manipur,Chandel,109,244,2,355
2025-09,Manipur,Churachandpur,238,400,12,650
2025-09,Manipur,Imphal East,151,154,1,306
2025-09,Manipur,Imphal West,146,152,3,301
2025-09,Manipur,Jiribam,19,24,0,43
2025-09,Manipur,Kakching,12,25,1,38
2025-09,Manipur,Pherzawl,1,6,0,7
2025-09,Manipur,Senapati,252,292,1,545
2025-09,Manipur,Tamenglong,81,200,2,283
2025-09,Manipur,Thoubal,125,169,1,295
2025-09,Manipur,Ukhrul,91,148,1,240
2025-09,Meghalaya,East Garo Hills,136,464,185,785
2025-09,Meghalaya,East Jaintia Hills,64,173,171,408
2025-09,Meghalaya,East Khasi Hills,406,1031,885,2322
2025-09,Meghalaya,Eastern West Khasi Hills,1,102,2,105
2025-09,Meghalaya,North Garo Hills,107,332,37,476
2025-09,Meghalaya,Ri Bhoi,167,376,261,804
2025-09,Meghalaya,South Garo Hills,81,486,166,733
2025-09,Meghalaya,South West Garo Hills,223,176,104,503
2025-09,Meghalaya,South West Khasi Hills,55,86,109,250
2025-09,Meghalaya,West Garo Hills,439,527,168,1134
2025-09,Meghalaya,West Jaintia Hills,200,498,295,993
2025-09,Meghalaya,West Khasi Hills,207,496,323,1026
2025-09,Mizoram,Aizawl,262,92,11,365
2025-09,Mizoram,Champhai,117,38,0,155
2025-09,Mizoram,Hnahthial,1,0,0,1
2025-09,Mizoram,Khawzawl,3,4,0,7
2025-09,Mizoram,Kolasib,53,13,8,74
2025-09,Mizoram,Lawngtlai,144,97,13,254
2025-09,Mizoram,Lunglei,78,20,1,99
2025-09,Mizoram,Mamit,46,9,0,55
2025-09,Mizoram,Mammit,16,3,0,19
2025-09,Mizoram,Saiha,117,28,1,146
2025-09,Mizoram,Saitual,0,0,1,1
2025-09,Mizoram,Serchhip,33,7,2,42
2025-09,Nagaland,Chumukedima,7,13,19,39
2025-09,Nagaland,Dimapur,121,210,22,353
2025-09,Nagaland,Kiphire,44,148,9,201
2025-09,Nagaland,Kohima,140,231,13,384
2025-09,Nagaland,Longleng,17,82,7,106
2025-09,Nagaland,Meluri,1,2,1,4
2025-09,Nagaland,Mokokchung,31,88,13,132
2025-09,Nagaland,Mon,130,225,30,385
2025-09,Nagaland,Niuland,5,10,1,16
2025-09,Nagaland,Noklak,4,18,5,27
2025-09,Nagaland,Peren,47,90,12,149
2025-09,Nagaland,Phek,50,174,8,232
2025-09,Nagaland,Shamator,2,145,9,156
2025-09,Nagaland,Tseminyu,2,4,3,9
2025-09,Nagaland,Tuensang,73,138,8,219
2025-09,Nagaland,Wokha,44,145,7,196
2025-09,Nagaland,Zunheboto,27,88,11,126
2025-09,ODISHA,NUAPADA,1,0,0,1
2025-09,Odisha,ANUGUL,2,1,0,3
2025-09,Odisha,Angul,1188,199,2,1389
2025-09,Odisha,Anugul,63,12,0,75
2025-09,Odisha,Balangir,1767,381,1,2149
2025-09,Odisha,Baleshwar,275,84,0,359
2025-09,Odisha,Baleswar,2177,465,2,2644
2025-09,Odisha,Bargarh,1861,358,0,2219
2025-09,Odisha,Baudh,57,17,0,74
2025-09,Odisha,Bhadrak,1490,540,0,2030
2025-09,Odisha,Boudh,556,92,0,648
2025-09,Odisha,Cuttack,1654,454,4,2112
2025-09,Odisha,Debagarh,301,36,2,339
2025-09,Odisha,Dhenkanal,1027,255,0,1282
2025-09,Odisha,Gajapati,803,165,2,970
2025-09,Odisha,Ganjam,2415,403,2,2820
2025-09,Odisha,JAJPUR,697,220,3,920
